 Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 5 (5.00%):Creating network.
The layer structure is following:
[70, 35, 1]
Setting newtork parameters
Getting training data : ALL_S6_959126400_hveto_channels_signif_dt_set_4_training.pat
Setting GA training parameters
Start running GA
Gen. 0 (0.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 6 (6.00%): Max/Min/Avg Fitness(Raw) [17.20(37.14)/12.66(1.03)/14.33(14.33)]
Gen. 1 (1.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 7 (7.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 2 (2.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 8 (8.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 3 (3.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 9 (9.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 10 (10.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 4 (4.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 11 (11.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 5 (5.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 12 (12.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 13 (13.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 14 (14.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 6 (6.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 15 (15.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 16 (16.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 7 (7.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 17 (17.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 8 (8.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 18 (18.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 19 (19.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 9 (9.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 20 (20.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 21 (21.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 10 (10.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 22 (22.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 11 (11.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 23 (23.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 24 (24.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 25 (25.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 26 (26.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 12 (12.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 27 (27.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 28 (28.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 29 (29.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 13 (13.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 30 (30.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 31 (31.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 32 (32.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 14 (14.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 33 (33.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 34 (34.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 35 (35.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 15 (15.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 36 (36.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 37 (37.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 16 (16.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 38 (38.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 39 (39.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 17 (17.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 40 (40.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 18 (18.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 41 (41.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 19 (19.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 20 (20.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 42 (42.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 21 (21.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 43 (43.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 22 (22.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 44 (44.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 23 (23.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 45 (45.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 24 (24.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 46 (46.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 25 (25.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 47 (47.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 26 (26.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 48 (48.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 28 (28.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 49 (49.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 29 (29.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 50 (50.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 30 (30.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 51 (51.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 31 (31.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 52 (52.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 32 (32.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 53 (53.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 33 (33.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 54 (54.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 34 (34.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 35 (35.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
Gen. 55 (55.00%): Max/Min/Avg Fitness(Raw) [44.55(37.14)/44.55(37.14)/44.55(37.14)]
Gen. 36 (36.00%): Max/Min/Avg Fitness(Raw) [48.10(40.09)/48.10(40.09)/48.10(40.09)]
